date,asset_id,sector,sector_id,open,high,low,close,volume,bid,ask,spread_bps,ret_1d,ret_5d,ret_21d,vol_21d,vol_63d,rsi_14,momentum_10,momentum_21,volume_z_21,range_hl,mkt_ret_1d,mkt_vol_21d,iv_21d,iv_skew,attn_sector,attn_mkt,attn_dispersion,y_dir_1d,y_dir_5d,y_exret_5d,y_stress_5d,rank_21d,fwd_ret_5d,fwd_ret_21d
2018-04-13,QF01,Tech,0,140.1525699554577,141.16686800621414,140.5349767897075,140.85092239796083,521387.4935813247,140.5349767897075,141.16686800621414,44.86241238245224,0.00498280154780653,0.00268555593491913,0.17256984086931512,0.010436547270410173,0.011810731619405705,76.41463037033084,0.027029186925536353,0.1862434906178314,-1.118036310150364,0.004486241238245373,0.0020461859455087237,0.008181654085726882,0.17977815739891698,-0.0099652781502691,0.3098150064665219,0.08528322227984222,0.015814982781252443,0.0,0.0,-0.0037520722979845333,1.0,0.08333333333333333,-0.01665034923818049,-0.10857753068072239
2018-04-16,QF01,Tech,0,140.85092239796083,140.75256774774442,140.50470542150526,140.62863658462484,652783.5015677094,140.50470542150526,140.75256774774442,17.625309628171628,-0.0015781637035214538,-0.0003270771486470418,0.15026881945091322,0.01023309278912163,0.011664435463544776,75.18341979655649,0.019177501358421223,0.1603261308842283,-0.7670840310135513,0.0017625309628171218,-0.004890860870417595,0.008440157136517324,0.16542503816664142,-0.025120159388098643,0.3385174076066724,0.08727602521170683,0.006170543817924665,1.0,0.0,-0.011037241312612927,1.0,0.16666666666666666,-0.022785825003273925,-0.1325035147984546
2018-04-17,QF01,Tech,0,140.62863658462484,142.37693934948405,141.32119659371781,141.84906797160093,1008925.4056318627,141.32119659371781,142.37693934948405,74.4271901721349,0.008678398771516863,0.013712523265128302,0.14868862204333583,0.010214928705209608,0.011673269663336667,74.17712518228231,0.012407375298382872,0.15851120513066141,-0.0501095690235013,0.0074427190172134125,0.0005615369712163063,0.008501125990298793,0.13283980062104286,-0.017245856931931893,0.2353207594154634,0.06281880944657657,0.026809246022395088,0.0,0.0,-0.033487131066101114,1.0,0.08333333333333333,-0.05227064515612977,-0.16388856177727623
2018-04-18,QF01,Tech,0,141.84906797160093,141.4930253352744,140.90461055168663,141.19881794348052,691158.1403295044,140.90461055168663,141.4930253352744,41.67278396220881,-0.004584097995276102,0.015364957382813729,0.1430426062918881,0.01045278885635473,0.011731784594267498,66.96559216084044,-0.01350483491171972,0.15197717122488896,-0.6995391836612882,0.004167278396220797,0.003699938737511259,0.008340267516384465,0.16883576998302746,-0.01648132156037871,0.3438189121410054,0.0748276087592355,0.01627981641479728,0.0,0.0,-0.029139464955549126,1.0,0.08333333333333333,-0.05604512934829468,-0.18282434503379477
2018-04-19,QF01,Tech,0,141.19881794348052,140.4005148238595,139.23757207147213,139.81904344766582,1277129.8423812236,139.23757207147213,140.4005148238595,83.17484683856284,-0.009771855854820355,-0.002272917234294512,0.1094653062154129,0.010290154521846931,0.011858044084187364,58.50355562493036,-0.015118674675191013,0.1141962789882065,0.45975754369164357,0.008317484683856164,-0.00711532755031986,0.008256267125921821,0.15775165307528397,-0.024224440255770665,0.27473053360944544,0.07116915229524703,0.021056490195461425,0.0,0.0,-0.028198342587938914,1.0,0.08333333333333333,-0.045906209311932684,-0.19536705098245816
2018-04-20,QF01,Tech,0,139.81904344766582,139.06060475498361,137.95038565252133,138.50549520375247,2178977.411520546,137.95038565252133,139.06060475498361,80.15704364863554,-0.009394630456079443,-0.016650349238180484,0.08833222045118094,0.010647216542827766,0.011645513486806647,51.61386475745641,-0.014084486106791028,0.09092306504787606,2.0393952220975744,0.008015704364863369,-0.005153564228186068,0.008069532673410262,0.1702132270017726,-0.021935215530038084,0.4514920705103586,0.10861926148615138,0.018109093509962912,0.0,0.0,-0.024974005906760546,1.0,0.16666666666666666,-0.031726383986179524,-0.20441849118569308
2018-04-23,QF01,Tech,0,138.50549520375247,137.89552916579382,136.97869833286367,137.43711374932874,882750.6462139295,136.97869833286367,137.89552916579382,66.70911574891912,-0.007713639468614888,-0.02278582500327392,0.05786866011566448,0.010053087634537296,0.011662492440781956,41.17296212688322,-0.023090829220046127,0.05842890402626155,-0.42170658547994433,0.0066709115748919984,-0.0037411676208826358,0.007273228938385949,0.14924269067346937,-0.02671393043377547,0.2784226963796639,0.07589961501358176,0.016682464223999525,0.0,0.0,-0.03723333442821018,1.0,0.16666666666666666,-0.03799155644943369,-0.21034080497451674
2018-04-24,QF01,Tech,0,137.43711374932874,135.7312144280536,133.4238640663968,134.5775392472252,665470.6257151688,133.4238640663968,135.7312144280536,171.45137105071188,-0.020806421381338987,-0.052270645156129766,0.026079495985725187,0.011092015436712777,0.012010912984999738,21.452595267280273,-0.038260734951385156,0.025147851118784592,-0.8722193097763674,0.01714513710507139,-0.006473393428151355,0.006839601011970347,0.18177300073590744,-0.01606862745602014,0.34972671588833854,0.08392342485889445,0.008562716528715344,0.0,0.0,-0.030787449110887023,1.0,0.16666666666666666,-0.02458588486186504,-0.21099364633273002
2018-04-25,QF01,Tech,0,134.5775392472252,133.9322150070982,132.97310864258918,133.4526618248437,935272.720819014,132.97310864258918,133.9322150070982,71.86865749952804,-0.008358582187441005,-0.05604512934829467,0.01600134023841103,0.011286629695584357,0.012031147094586234,21.512239253535014,-0.04031440158834221,0.014833986859465575,-0.2736134174211313,0.007186865749952868,-0.004422211565205632,0.006650562735159559,0.17624596547112856,-0.007200810348755888,0.3153900069674034,0.0744494785385546,0.008435831661500613,1.0,0.0,-0.027458415536443945,1.0,0.08333333333333333,-0.011173734157157555,-0.21268304031230667
2018-04-26,QF01,Tech,0,133.4526618248437,133.55462439800232,133.44867063585963,133.50164751693097,825196.0931734877,133.44867063585963,133.55462439800232,7.936513452333065,0.000367064181541633,-0.045906209311932684,0.0017179205724381767,0.010828920166918176,0.012037733292898025,24.155662128290984,-0.04745487321881059,0.0005479839881707971,-0.5440329435457311,0.0007936513452334176,0.0020824701184319195,0.0060431146368200355,0.1708681592974268,-0.013199202614874894,0.32172636224753726,0.0776313507096701,0.010445347552714184,1.0,0.0,-0.02359002151707276,1.0,0.08333333333333333,-0.0001515786822292725,-0.21764832172630538
