date,asset_id,regime,crash,growth,inflation,risk_appetite,liquidity,fwd_ret_21d,p_calm_pit,p_stress_pit,p_crash_pit,p_calm,p_stress,p_crash,fwd_ret_5d
2018-04-17,QF01,2,0,0.0156516655350947,-0.029866692392215,-0.0259093358052502,0.0984902924914402,-0.1638885617772762,0.22945717454392553,0.465336567356916,0.9153762025882713,0.2181081897622981,0.2582358524947781,0.5236559577429237,-0.05227064515612977
2018-04-18,QF01,2,0,-0.0209868636174197,-0.0377245797644214,-0.0220200310220724,0.0978982307616153,-0.1828243450337947,0.1968664413779204,0.5174613047312132,0.9188682899654328,0.1713612239842993,0.29884643999812294,0.5297923360175778,-0.05604512934829468
2018-04-19,QF01,0,0,-0.0210901387276914,-0.0383883398575908,-0.0599989018257796,0.0829665915401749,-0.1953670509824581,0.6378237782490523,0.355397937504384,0.4624293013780315,0.645018440506196,0.1694240007247223,0.18555755876908187,-0.045906209311932684
2018-04-20,QF01,0,0,-0.0470469538396989,-0.0344780265134237,-0.037206872833371,0.0818488800883447,-0.204418491185693,0.7052338325289206,0.3345535718851161,0.36186318310374094,0.7186196066152253,0.15147441376527215,0.1299059796195026,-0.031726383986179524
2018-04-23,QF01,0,0,-0.010561502136812,-0.0410869457049991,-0.0479930067357727,0.0810341931061847,-0.2103408049745167,0.6809740420666204,0.3370530071568725,0.4065136815380481,0.6912138852856123,0.15365450278564027,0.15513161192874736,-0.03799155644943369
2018-04-24,QF01,0,0,-0.0416576390564436,-0.0530361859838403,-0.075589026556614,0.0718323149548585,-0.21099364633273,0.7003358902350976,0.3135718666757684,0.40479184499911813,0.7129871069270584,0.13283502330616095,0.15417786976678075,-0.02458588486186504
2018-04-25,QF01,0,0,-0.0391849446985161,-0.0612460462803825,-0.0406114733764594,0.0995491628256709,-0.2126830403123066,0.6785599767573812,0.3271934064782271,0.4270992363505154,0.6885501086139046,0.14500681164391224,0.1664430797421831,-0.011173734157157555
2018-04-26,QF01,0,0,-0.0363446293482087,-0.0646982587117024,-0.0209923217217978,0.1337423092836261,-0.2176483217263053,0.7495624352556612,0.284737975644233,0.3475038160223823,0.7724083473028224,0.10606481263500958,0.12152684006216807,-0.0001515786822292725
2018-04-27,QF01,0,0,-0.0474189676596886,-0.0601883159609265,0.0062270187515364,0.1082419627418843,-0.2223797270779677,0.661958368389391,0.35227771328705415,0.42030420729899737,0.6705042765670031,0.16676906123218127,0.16272666220081555,-0.00655362320754126
2018-04-30,QF01,0,0,-0.0533397378757275,-0.057338086256287,0.0072790335566636,0.0984489738041475,-0.219991668303893,0.6860839527046205,0.340977990532419,0.3902168597973563,0.6968880630180342,0.15706205977045973,0.1460498772115062,0.01962359207659084
2018-05-01,QF01,1,0,-0.0213759017257952,-0.0419266634830599,0.0083710452958455,0.0881045133312379,-0.2294219485995774,0.209701681207044,0.8320577353173308,0.513771064253314,0.19040212399936632,0.5965744580696697,0.21302341793096402,0.026481510686296138
2018-05-02,QF01,1,0,-0.0093390476598719,-0.0434702982500182,0.0098054836106035,0.0877762097195093,-0.2643283711032912,0.23256967119477295,0.79145118780597,0.5509391150730877,0.22231673029465232,0.5447122938100333,0.23297097589531449,0.008545490554157995
2018-05-03,QF01,1,0,-0.058315339982617,-0.0442468873481658,0.0464073122730392,0.1015462363891745,-0.2745775790693242,0.2800224504517726,0.7673023774451002,0.49011253017141465,0.28224851319921607,0.5173686973030284,0.20038278949775568,-0.007874524647345654
2018-05-04,QF01,1,0,-0.071788281660842,-0.0378005297802301,0.0517233449309932,0.119588624913287,-0.2922187157829875,0.22495115211646968,0.8366087101144698,0.4615333393848037,0.21194370224748507,0.6029801335396051,0.1850761642129097,-0.019353809158809222
2018-05-07,QF01,1,0,-0.0683608381125362,-0.0303399957409425,0.077008998446994,0.1029869395552313,-0.3225397493741666,0.2582424503883426,0.8180621699436809,0.4274911343990338,0.255640738657047,0.5777023127528044,0.1666569485901487,-0.06584557760108416
2018-05-08,QF01,1,0,-0.0548617337653941,-0.0160102243925059,0.0728424299311555,0.0548110013956103,-0.3599400181706215,0.27552377692470237,0.7955606160471319,0.44016164067670044,0.27686208009130087,0.5495914831028806,0.17354643680581855,-0.09080689423827279
2018-05-09,QF01,1,0,-0.0529506691939128,-0.0116811032943028,0.0387487742090497,0.0533094702507724,-0.3629832543677698,0.2036666632106573,0.8612275513834342,0.44848017738006135,0.18156067286063327,0.6403933305985637,0.17804599654080294,-0.10063109083070591
2018-05-10,QF01,1,0,-0.0370082143376893,-0.008942470868997,0.0159731066923725,0.0671843778645533,-0.3462714642626489,0.19961651910847414,0.8471651382096481,0.5007572404266363,0.175517323412713,0.6184129334267372,0.2060697431605498,-0.11912017653746682
2018-05-11,QF01,1,0,-0.047349011149325,-0.0063411935523746,-0.0139387983052598,0.034389312967508,-0.3832659079875256,0.21797418993752393,0.8350254850220856,0.4838612975447828,0.20222320654174297,0.6007356376474258,0.19704115581083123,-0.12833860417384868
2018-05-14,QF01,1,0,-0.067599717169142,0.0034511226562681,-0.0572442447754411,0.0451177120173823,-0.3563536372500752,0.22369794144664826,0.7856742429237853,0.5855426484861067,0.21021372042247563,0.5379714443962255,0.25181483518129893,-0.11249130974315118
2018-05-15,QF01,1,0,-0.0652983287313003,0.0177618934755501,-0.0208995496256066,0.0424895148318354,-0.3698201825159375,0.2095925959519291,0.7960697158193837,0.5995349007563019,0.19024398845540522,0.5502009917735992,0.25955501977099565,-0.10062311517933602
2018-05-16,QF01,0,0,-0.0483713544287695,0.0277067665293409,-0.078677845529999,0.0174480384441747,-0.3731475770631084,0.6721543640582429,0.35376078802757455,0.3980584620522539,0.6815322385020874,0.1680323023907897,0.15043545910712272,-0.09937572971158354
2018-05-17,QF01,0,0,-0.0443482276599341,0.026676762683293,-0.1006361206824796,0.0266311222967059,-0.3283334960384019,0.6318114473568786,0.315951676733985,0.5384208614518602,0.638788772494565,0.13498153264447169,0.22622969486096328,-0.08590382462680655
2018-05-18,QF01,0,0,-0.0264689584782779,0.027974432434237,-0.0916694606187168,0.0494757312792733,-0.2698891777013792,0.6183870508999123,0.35333529231568767,0.5030634848352492,0.6250281475463859,0.16767012358481218,0.20730172886880177,-0.06818748005577992
2018-05-21,QF01,0,0,-0.0266983422251904,0.0394155578271314,-0.0781365446385167,0.0725498164173486,-0.2546365265446171,0.6693721852678568,0.3171157831719977,0.46225797106408595,0.6785061416013896,0.13602834411581807,0.18546551428279234,-0.0496876198784541
2018-05-22,QF01,0,0,-0.0184560162300841,0.0509396708078929,-0.0618122969640751,0.07829723058414,-0.2248572621915388,0.6326574294498664,0.3548330235697494,0.47330803817836103,0.6396627203372887,0.1689441089614162,0.19139317070129494,-0.04764241977881005
2018-05-23,QF01,0,0,0.0019283207040287,0.0484601908874164,-0.059546973726832,0.0408328489616348,-0.191556143318784,0.7135226903965636,0.3396757686030263,0.3378263047916888,0.7282775454172056,0.15593363435757462,0.1157888202252197,-0.04301418712871249
2018-05-24,QF01,0,0,0.0066171294905997,0.0355214097576707,-0.0372116951888535,0.0588391292647422,-0.1602045082131084,0.7068990611925053,0.3404078325560725,0.34981305324324935,0.72054692482731,0.15656825312094838,0.12288482205174149,-0.06281906494814206
2018-05-25,QF01,0,0,-0.0079636844490439,0.0398743159397333,-0.0483014621513296,0.096265593126612,-0.1375270079820186,0.7146799072859485,0.3256000416248024,0.35644819786267895,0.7296390421866346,0.14359694383483404,0.12676401397853143,-0.05708083602524809
2018-05-28,QF01,0,0,0.0153882416189797,0.0326228689426211,-0.024536081985925,0.0535769989461231,-0.1231729455306203,0.698174289208075,0.2829518917080602,0.4616268055544375,0.7105181333992857,0.10435547743837328,0.18512638916234112,-0.07639261191256115
2018-05-29,QF01,0,0,-0.0289932925188925,0.0358396587195453,-0.0106558646313504,0.0266665071564281,-0.1080143347018057,0.697875280047042,0.30195494358003727,0.4292138452306672,0.7101773991536751,0.12222610963537489,0.16759649121095013,-0.0829244889936827
2018-05-30,QF01,0,0,-0.0355449731600702,0.0375911145947954,-0.0590088525840743,0.0033159322684647,-0.0663758204842803,0.6642984633371731,0.39367413161688425,0.3547045212975104,0.6730204824774965,0.2012317416613807,0.12574777586112298,-0.10403655888474797
2018-05-31,QF01,0,0,-0.0349709363025073,0.045778950422418,-0.031955198253821,0.0531019813720857,-0.0322440008934446,0.7222622330021112,0.327183462470641,0.3387809685433513,0.7386436235302638,0.1449980237956176,0.11635835267411851,-0.09010939271032065
2018-06-01,QF01,0,0,-0.0584792446140579,0.0470902606652149,0.01561591551646,0.0679979211539807,-0.0286372014726893,0.6549135547864787,0.3499890654983105,0.4376882913622827,0.6629799301238333,0.16481487900784703,0.17220519086831979,-0.07956840984067041
2018-06-04,QF01,0,0,-0.0798685155502705,0.0375240004399298,-0.039985765462126,0.0640881661455588,-0.0063508681958473,0.6798817265530328,0.3411419948781448,0.4022881205713111,0.6900072643816649,0.15720402801216282,0.1527887076061723,-0.11040100136334727
2018-06-05,QF01,0,0,-0.0826174301676232,0.0321889119881093,-0.0328528240807316,0.0853406664670997,0.0301789857855701,0.6624834350140196,0.35825189177745376,0.4100539935022094,0.6710681118243784,0.1718432290933101,0.1570886590823114,-0.09965946547699288
2018-06-06,QF01,0,0,-0.0732157169185102,0.0399517580291023,-0.0520556280873246,0.0396160311023448,0.0874406563454565,0.6303345279640259,0.39575858784649104,0.4149849436285846,0.6372650334618718,0.2029290548808921,0.1598059116572361,-0.10068705858358884
2018-06-07,QF01,0,0,-0.0605265316231632,0.0433669263115686,-0.0538301489945086,0.0359602880575316,0.097280924161105,0.6762162248555829,0.30361845741596427,0.47120621151456277,0.6859739741224503,0.12375909242541465,0.19026693345213508,-0.11079541352604459
2018-06-08,QF01,1,0,-0.0382601004364308,0.0375425993768891,-0.0514197304071556,0.0325472573733245,0.0710707343987974,0.23349076300899202,0.8319167584643502,0.4522263901445389,0.22355463234228104,0.5963782569816143,0.18006711067610462,-0.10118220831321978
2018-06-11,QF01,1,0,-0.0660796049860593,0.0183771271268758,-0.0647487953881855,0.0410723414316745,0.1067392833994705,0.20027635376759742,0.8274870119050235,0.5513873328979694,0.17650810087393323,0.5902789575755039,0.23321294155056294,-0.014961873887702364
2018-06-12,QF01,1,0,-0.0604840570169272,0.0094948525764049,-0.0753961353711553,0.037104010074145,0.0983970210126011,0.23561428357951789,0.7882629065850544,0.5503053984532,0.22639566816424186,0.5409753850543834,0.23262894678137477,-0.010774199037693027
2018-06-13,QF01,1,0,-0.0413351493041183,0.0094781297910407,-0.0841626927734878,0.0187516488094069,0.1162415240741639,0.23802413544849016,0.7767923305689879,0.5685969963716965,0.2295984130190248,0.527860199353245,0.24254138762773012,0.04433980514506286
2018-06-14,QF01,0,0,-0.0429393352152915,0.0025598168867674,-0.0964422350226617,0.0264452380973651,0.1240145437987615,0.6708206846214568,0.3522921502891538,0.4029183061757643,0.6800800082026716,0.16678136991123718,0.15313862188609134,0.08221570403274084
2018-06-15,QF01,0,0,0.1645744034093498,0.003056296944808,-0.0885728614067231,0.053195151737264,0.0803090910587152,0.635986538584992,0.34957654260074694,0.4752398030642364,0.6431101474350144,0.16446201798581364,0.19242783457917206,0.08222516319848697
2018-06-18,QF01,0,0,0.1494508826904256,0.0136196754533051,-0.0326815775125507,0.0436380469759487,0.0327542776379041,0.7121860131736143,0.32185613686554077,0.36726650910879477,0.7267089985279747,0.14027004811805682,0.13302095335396852,0.0641746896635807
2018-06-19,QF01,0,0,0.1288490117282129,0.0208636757280085,-0.0713129994051147,0.0295286254394447,0.0402811184760276,0.6708536855386334,0.33905275239149313,0.4235266155333088,0.6801159063074905,0.15539302474078653,0.16449106895172294,0.08177596113554272
2018-06-20,QF01,0,0,0.1095337402888077,0.0246076740303354,-0.089130718448637,0.0169127651571915,0.0252833033012235,0.6762476841361961,0.3754824822648242,0.35808312683256033,0.6860084879020546,0.18627665270023142,0.12771485939771404,0.069200507710923
2018-06-21,QF01,0,0,0.1083397447682913,0.0158896148813489,-0.1025929783297166,0.0061199615193262,0.0194751777459724,0.6109208208668123,0.3908941640147464,0.4587513592959837,0.6174562699031244,0.19896317101284475,0.1835805590840309,0.08216613570579125
2018-06-22,QF01,0,0,0.118521861669495,0.0165900640202028,-0.0882863142068801,0.0039426954947821,0.0036613287767587,0.6638921510008899,0.3695935579902317,0.3902019624128302,0.6725829734969925,0.18137551041828345,0.14604151608472413,0.06514144237152167
2018-06-25,QF01,1,0,0.1201370120108967,0.0043632757621232,-0.0707316673202129,-0.0372207913695521,-0.0158541420991381,0.16970211320727538,0.8624443112299095,0.5452668239361282,0.1277061730367573,0.6423812560043423,0.22991257095890033,0.051808970484081264
2018-06-26,QF01,1,0,0.1058365118062724,0.0025634092127302,-0.0598278701133486,-0.0551402515625081,-0.0192406763302122,0.21954330382631196,0.7635278826125502,0.6396360948642448,0.204428562842235,0.513279089423779,0.28229234773398604,0.04042946542221178
2018-06-27,QF01,1,0,0.1226527775991507,0.0106505546687725,-0.0402139934422913,-0.0396859379818259,-0.0034438006429684,0.22003860984537132,0.7353557689732252,0.6872555888603864,0.20512235016393124,0.4840684110381462,0.3108092387979227,0.05526883149369313
2018-06-28,QF01,1,0,0.1231702788669194,0.010096703559779,-0.0949020630459015,-0.0311350458092345,-0.0130191502634646,0.21306720987170855,0.7561469005691149,0.6685039642982213,0.19525160998739532,0.5054099473044694,0.2993384427081353,0.049779917944988976
2018-06-29,QF01,1,0,0.1022707017254807,0.0108407408662796,-0.0908958736774491,-0.0033284803071693,-0.001775426268921,0.18912441404050556,0.8401888422669079,0.5499907670962323,0.1594198928190883,0.6081209402226854,0.2324591669582263,0.03941553234422911
2018-07-02,QF01,1,0,0.0854786432963401,0.0131206940875286,-0.0929552116836835,-0.0352556853765198,0.0057991624728603,0.18033250642142332,0.8606042495045718,0.5178863751375644,0.1453953710662218,0.6393806479975925,0.21522398093618575,0.020139526030816295
2018-07-03,QF01,1,0,0.0876738476313617,0.01405633764247,-0.0711843512071259,-0.0626462526185441,0.0160703004478855,0.24274743979371272,0.7399261809277099,0.6278755029400681,0.2358118002169348,0.48866287942818726,0.27552532035487803,0.0026891502319706644
2018-07-04,QF01,2,0,0.0571421168498247,0.0062284088949462,-0.0294010064610626,-0.048986813605425,0.0141589694768615,0.19872000762398281,0.4470703775015238,0.943610012575848,0.17416721560825907,0.24391015966680846,0.5819226247249325,-0.03144143024996185
2018-07-05,QF01,2,0,0.0758300877650459,0.0003572813008381,-0.008003971940565,-0.0451249542895942,0.0153831711690794,0.20599235651142805,0.36658128543046603,0.9617091851463826,0.18499053640118093,0.17885609014940512,0.6361533734494139,-0.07188619085488153
2018-07-06,QF01,0,0,0.0697038338411789,-6.873351893045424e-05,-0.0380079565516039,-0.042526403822324,0.0376842499228928,0.6840214975671198,0.29865184018914576,0.46370018974510935,0.6945919290131242,0.11916789499044034,0.18624017599643547,-0.08406179388838814
2018-07-09,QF01,0,0,0.0497153736993938,-0.0039165588058981,-0.1088989114986154,-0.0085788320309535,0.0607671508019196,0.6110845180085159,0.3667256864824035,0.49576188218700595,0.6176217039063202,0.1789770623704778,0.2034012337232021,-0.09194385165330196
2018-07-10,QF01,0,0,0.0231505053771468,-0.0115493297897031,-0.1207340579428544,-0.0081917040031001,0.0805637982944925,0.6024872173224929,0.3996132469019941,0.46134305841193773,0.608966360517781,0.20605972908342213,0.18497391039879685,-0.08894687964926877
2018-07-11,QF01,0,0,0.024288167874434,-0.0216448865053031,-0.0756321416595135,-0.0479279716469964,0.1129986516649792,0.588726168512682,0.38740011031791577,0.5055955313253276,0.5952419345075759,0.1961036462569508,0.2086544192354733,-0.06889010157426655
2018-07-12,QF01,0,0,-0.0184722788495161,-0.0139986916515607,-0.0781511680315351,-0.036722711899402,0.1441784978602102,0.6952976059335959,0.32026740930702263,0.4042905341045553,0.7072478999337087,0.13885215423550473,0.15389994583078656,-0.046618415627877434
2018-07-13,QF01,0,0,-0.0223177950312139,-0.0130690493517813,-0.0928349660141398,-0.0168187877658574,0.1828715142446551,0.6552805922875156,0.34211530260726775,0.4494768186327994,0.6633701247985118,0.15804588375927958,0.17858399144220868,-0.02232366202004827
2018-07-16,QF01,0,0,0.0014890893753906,-0.0073407522377189,-0.0909909327267122,-0.0299144845844135,0.2065293418661179,0.6905988872665582,0.33608342996188767,0.38878704826956795,0.7019433706528746,0.15280975757720347,0.14524687176992196,0.0055774009165304745
2018-07-17,QF01,0,0,0.0204977229875848,-0.0050295133023223,-0.07066880870225,-0.0432411613508771,0.2391593054939593,0.6570158497689395,0.33211401407765617,0.46221742423032736,0.6652175411893925,0.14933872836933934,0.18544373044126822,0.015566269926538394
2018-07-18,QF01,0,0,0.0192429448264946,-0.000343866500302,-0.015135530951154,-0.0167788549406831,0.2520512269349406,0.709403680876047,0.3265064297774805,0.36573970341648143,0.7234578661935295,0.14439938429672863,0.13214274950974178,0.02225416632930283
2018-07-19,QF01,0,0,0.0222910271411748,-0.0140604089750467,-0.0247483562461083,0.0098511559644497,0.2486937073315902,0.6561802066949984,0.31237071449601567,0.49674119495602054,0.6643273320953168,0.13174826856308416,0.2039243993415991,0.04047340376673099
2018-07-20,QF01,0,0,0.024021385250693,0.0221384291514486,-0.0346665510300595,0.0011694284857935,0.2425128190509679,0.6716260208842344,0.3786185609409514,0.3623186472223619,0.6809565705350333,0.18887411336038398,0.13016931610458268,0.04967180769635421
2018-07-23,QF01,0,0,0.0516925007352166,0.0282274616317055,-0.019208790211939,-0.0045997220902174,0.2314807728452688,0.6400139584748646,0.3675937160390463,0.43914874570826085,0.647298802298255,0.17970383410374585,0.17299736359799917,0.05970468732584188
2018-07-24,QF01,0,0,0.0196789894505688,0.0361098431028953,0.003051314849057,-0.0123452277087757,0.230103423563332,0.7083904514777228,0.33774138358718225,0.35080688529057924,0.7222784916225475,0.15425352628934919,0.12346798208810321,0.07346227505607983
2018-07-25,QF01,0,0,0.0182651679969476,0.0346859589622202,0.0636885110453311,-0.0129193733242402,0.2167494698043381,0.7209909346868725,0.3282194231216994,0.3397971172747128,0.7371234919861822,0.1459128013388518,0.11696370667496603,0.0757404422003096
2018-07-26,QF01,0,0,0.0262172485546926,0.0341070080449113,0.0860145133016939,-0.015910089645743,0.201669628168076,0.6522741155527024,0.40648120416342715,0.3589310702666912,0.6601797040662503,0.21161304491046892,0.12820725102328084,0.0728716016135231
2018-07-27,QF01,0,0,0.0453557789237906,0.0329553243134366,0.0819035207992187,-0.0194163036347795,0.2030420285098898,0.724220532803187,0.32782483915619026,0.3339061930465779,0.7409936326650313,0.14556454915177772,0.11344181818319098,0.07818223937753302
2018-07-30,QF01,0,0,0.0526138657633828,0.0330404234066622,0.0428612575030962,-0.0225503801988958,0.1975751866384588,0.67268416973269,0.32534914453313585,0.4419503439333197,0.6821099773667189,0.14337461656543218,0.1745154060678489,0.07887520853604298
2018-07-31,QF01,0,0,0.0540517360168899,0.0370919274436084,0.0109965765048902,-0.0299953753531999,0.1939388477260524,0.6887213595449744,0.36134866764171264,0.35463131120155705,0.6998362565070303,0.17445868446560067,0.12570505902736903,0.07510751435987552
2018-08-01,QF01,0,0,0.0451273006922924,0.0335281438076696,0.030124782812175,-0.0387887745702726,0.1894723120287996,0.6949297751705783,0.32314611683788386,0.4004200314686581,0.706831003933269,0.1414186144583765,0.15175038160835447,0.06718264807857767
2018-08-02,QF01,0,0,0.0352743843410943,0.0375350896535784,0.0524461529494572,-0.0418228693154403,0.1723991869445857,0.7065066989645461,0.32429308926266187,0.37504173483797254,0.7200922342148763,0.1424378393366588,0.13746992644846479,0.06739825193815582
2018-08-03,QF01,0,0,0.0255736026834492,0.0326863203388332,0.0566701162423201,-0.0502215917475506,0.1562032528495813,0.6968010535194811,0.3573698258259311,0.34482921636626435,0.7089548438070473,0.17109644123913356,0.11994871495381926,0.05690913583624934
2018-08-06,QF01,0,0,0.0098730734760853,0.0218088119121163,0.0570616401681414,-0.0453721074722821,0.1459027278265251,0.695905108502611,0.3431349507289919,0.36746733695011063,0.7079370574569717,0.15892658934540144,0.1331363531976269,0.06112547043337421
2018-08-07,QF01,0,0,0.0348637742824625,0.0288123081415808,0.0621237595434662,-0.058292356077055,0.1341330501215622,0.7037644225483927,0.31000490986691054,0.40352393343784115,0.7169241845083273,0.1296010831661211,0.15347473232555164,0.05381833941089643
2018-08-08,QF01,0,0,0.0442637721570412,0.0348629739278152,0.0829441132765881,-0.06275291696095,0.1279893873106497,0.6893044780694072,0.31976377354190816,0.4173542465080068,0.7004899296282429,0.13840189872776665,0.1611081716439905,0.06964862755019802
2018-08-09,QF01,0,0,0.0586793057952545,0.0287505567315954,0.0420537623046745,-0.074260852238999,0.1185609765024687,0.6937684058025392,0.3144010701087144,0.4169743365746801,0.7055165644263467,0.1335839342259072,0.1608995013477461,0.07016247369569487
2018-08-10,QF01,0,0,0.0651220396008935,0.0191572715978515,0.0567261799758125,-0.0557031139033885,0.118574871137083,0.7578382410245375,0.28725748674222257,0.3255913453172419,0.7831174490513602,0.10846513032848987,0.10841742062014996,0.057896793843502506
2018-08-13,QF01,0,0,0.0507854953008674,0.0235865140401969,0.0765611843038467,-0.0396514598230103,0.1035140690441296,0.6542457392784219,0.41420886758436226,0.3447521413955709,0.6622704837277629,0.217826364183332,0.11990315208890519,0.03731764278626444
2018-08-14,QF01,0,0,0.0121565383064712,0.0328767089661248,0.0313650093495157,-0.0291320632041722,0.1122401577177613,0.619326193135162,0.36179593931752674,0.4878617236194958,0.6259845188253359,0.17483562866021798,0.1991798525144462,0.030528831895681362
2018-08-15,QF01,0,0,0.0113420322675503,0.0176686681333883,0.0586520980439018,-0.0208035809853985,0.0887033360347761,0.6756761993050856,0.36103846231022985,0.3802353751392043,0.685381787558965,0.1741971358128382,0.14042107662819692,0.006510387995911108
2018-08-16,QF01,0,0,-0.0147480963121901,0.0254700211157364,0.0491485084913442,-0.0100579386611542,0.0533553839240641,0.7372691007822817,0.28874048010500986,0.36758200023478405,0.7569256833005877,0.10987208745439934,0.13320222924501282,-0.013047590801299656
2018-08-17,QF01,0,0,-0.0065619824229192,0.0294248487728884,0.046169129953531,0.0021779401746575,0.0511333940554864,0.7373833335744405,0.30853514617940686,0.3359548405476558,0.7570673565317603,0.12826259514181337,0.1146700483264264,-0.0065506753967831885
2018-08-20,QF01,0,0,-0.0327577722367809,0.0332927531182519,0.0438078278597118,0.008604648266082,0.0432897773418983,0.6111209437317211,0.38905611339527885,0.4611709246514611,0.6176585195562568,0.19746007706470184,0.18488140337904138,0.010201017155276142
2018-08-21,QF01,0,0,-0.028914594148805,0.0268603406855561,0.0250118197389823,0.0110096933253569,0.0345648478142786,0.7179151770414509,0.3098024736439717,0.37442762292208054,0.7334631570258751,0.12941693632240253,0.1371199066517224,0.025799101119031855
2018-08-22,QF01,0,0,-0.0083510742551735,0.0212514248355436,-0.0002881305729086,-0.017443022253638,0.0349949771794159,0.654461587884538,0.3032331533581214,0.5157768820273451,0.6624997172719969,0.12340444547632687,0.21409583725167627,0.03729769921880023
2018-08-23,QF01,0,0,0.0035162477267842,0.0103255537310704,0.0278859118372061,-0.0386467122838298,0.0295585193860512,0.6851884477071171,0.36305023632883787,0.35895005845459343,0.6958900978758786,0.1758916307373167,0.1282182713868046,0.04846328442477101
2018-08-24,QF01,0,0,0.0081628482801536,0.0120883182105781,0.0054532795443172,0.0144165185881754,0.0113858035022536,0.7267249396284262,0.31589879641524116,0.34669798567435467,0.7440140990805038,0.1349339313598931,0.12105196955960311,0.04360116039003274
2018-08-27,QF01,0,0,0.0257525084040514,0.0284248745570925,0.029387457953074,0.0082747561614117,-0.013889438187876,0.7253605042632004,0.31279751104713904,0.3542781477783385,0.7423663842831635,0.1321346773396076,0.12549893837722897,0.03134346371722458
2018-08-28,QF01,1,0,0.0266650885746229,0.0214922304909738,0.0216231704178052,0.0005404962209635,-0.058919539063843,0.23714845334120338,0.837678849764246,0.42822190862463566,0.22843720991049607,0.6045071716087269,0.16705561848077707,0.027202749724109285
2018-08-29,QF01,1,0,0.0139976352842287,0.0231169041194968,0.0474883836901558,0.0147807283995012,-0.1175266456027325,0.21257574877703822,0.8409595151562969,0.48231334250373886,0.19454695908542888,0.6092397302479052,0.19621331066666595,0.015301716755385289
2018-08-30,QF01,1,0,0.0180983757347767,0.020662962702356,0.0449040214568524,0.0285504363346492,-0.1603909883550341,0.19512440753895516,0.8640200577111936,0.46384211082615,0.16870583669358633,0.6449777748031883,0.18631638850322535,0.005699723360427854
